ID,Session,Online,DG_DataRows,DG_Coins_Kept,DG_Coins_Given,DG_RT,OS,UG_DataRows,UG_Accept,UG_Offer_Accept,UG_Coins_Given,UG_Coins_Kept,UG_Decision_RT,UG_RT,UG_Attempts,DG_UG_Diff,DG_UG_RT_Diff,UG_Total_RT,it_P6,lr_P6,eg_P6,w_P6,st_P6,repst_P6,it,lr,eg,w_lo,w_hi,st,repst,w_diff,tot_delay,tot_delay_perc,AvgRT,RT_STD,AvgRT_3SD,AvgdelayRT,Exp_delay_trials,Exp_delay_avg_rating,Exp_delay_unique_ratings,Exp_delay_auc,Exp_reward_trials,Exp_reward_avg_rating,Exp_reward_unique_ratings,Exp_reward_auc,corr_r_exp_delay,corr_int_exp_delay,corr_rsq_exp_delay,corr_r_exp_reward,corr_int_exp_reward,corr_rsq_exp_reward,School,Gender,Group,Online_y,Age_Frac,Age_YrsMths,Train_ID,TrainingWeeks,TotalSessions,TotalBonusGames,PercentageBonusDone,Training_Version,Group_Name,Train_Coef,SES,ComboEdu,ComboEmploy,Raw_Vocab,T_Vocab,Raw_Matrix,T_Matrix,T_ScoreSum,FSIQ-2,Perc_Rank,Age_Frac_Imp,corsi_max_wm_t,PBI_t,cf_switchrt_t,cogflex_t,REzssrtnr_t,REflankerswitch_t,REflankerinh_t,stroop_t,dprimeONEBACK_t,dprimeTWOBACK_t,english_scores,maths_scores,total_scores,time
186,2,1,,6,0,4.089245,Win32,,No,0,,,1.169,,1,,,1.169,,,,,,,,,,,,,,,10,55.55555556,1.874067222,2.58578416,1.273541176,2.4362055,6,7.449074074,6,3.873611111,4,9.972222222,2,2.990740741,-1.63042328,8.155555556,0.838448335,0.001851852,4.962962963,0.066666667,Merton Court,F,2,2,9.933333333,"9,11",181,4,8,1,10,2,Control,-9.617289919,2.75,3,2.5,,,16,49,,,,8.833333,7,-0.77236128,120.23126,-0.21355499,-0.46990976,,,,,,,,,
187,0,0,6,4,2,3.071,WindowsLaptop,7,Yes,1,2,4,7.127,2.647285714,,0,-0.423714286,,1.978282587,0.761978376,0.643590911,0.299910153,0.242232679,0.007008963,2.017649807,0.74429874,0.658839105,0.250887114,0.568811479,0.224416214,0.002050916,0.317924365,12,66.66666667,1581.611111,731.885891,1581.611111,1655.333333,6,7.03,6,3.5185,4,6.3125,4,1.857,-0.824,4.914,0.999552467,1.0905,-4.14,0.975902992,Newland House,M,2,2,9.872222222,"9,10",194,8,27,8,28.57142857,2,Control,0.356145237,1.75,2.5,1,,,,,,,,9.8722219,6,-0.027092922,-124.25,0.23078066,-0.70781165,-0.93686801,-0.47577065,0.093710132,0.95833331,0.88095242,116,,116,-175
187,1,1,,6,0,3.49672,MacIntel,,Yes,1,,,1.289745,,1,,,1.289745,,,,,,,,,,,,,,,18,100,1.750601111,1.421391338,1.453433824,1.750601111,6,8.326931424,6,4.194273004,4,4.709667969,4,1.286894531,-0.844790427,6.283697917,0.964949749,1.250058594,-6.540625,0.803469741,Newland House,M,2,2,10.19722222,"10,2",194,8,27,8,28.57142857,2,Control,0.356145237,1.75,2.5,1,,,23,66,,,,9.8722219,7,0.21789876,144.39563,-1.162601,-1.5001835,,,,,,118,,118,
187,2,1,,6,0,2.924339999,MacIntel,,Yes,1,,,1.37272,,1,,,1.37272,,,,,,,,,,,,,,,18,100,0.881991389,0.757294468,0.881991389,0.881991389,6,6.724894593,6,3.349953497,4,7.708770461,4,2.282955729,-1.218878614,5.990969742,0.986700232,0.658257068,-0.582514881,0.960537462,Newland House,M,2,2,10.94166667,"10,11",194,8,27,8,28.57142857,2,Control,0.356145237,1.75,2.5,1,,,23,65,,,,9.8722219,,1.0358094,266.086,0.42263985,-0.50855929,,,,,,,,,
188,0,0,6,3,3,4.772166667,WindowsLaptop,7,No,0,3,3,8.599,5.591857143,,0,0.819690476,,0.557972402,0.536500751,0.45419643,0.563527942,-0.82744378,-0.244025051,0.55926583,0.530537091,0.451687218,0.497448844,0.572335132,-0.824074766,-0.245562853,0.074886289,5,27.77777778,1847.888889,1404.077251,1847.888889,2648.2,6,5.14,4,2.638,4,7.055,3,2.322,1.900571429,-6.512,0.506777603,1.411,-5,0.581491991,Newland House,F,1,2,6.988888889,"6,11",191,5,4,7,175,2,Experimental,31.87082653,1,1,1,24,64,15,61,125,122,94,6.9888887,4,-0.71287435,856.23328,0.67985165,-0.21713099,0.7058934,0.50055516,-0.23710731,0.73809528,0.57142854,,,,
188,1,1,,3,3,6.047585,Win32,,No,0,,,1.226095,,1,,,1.226095,,,,,,,,,,,,,,,17,94.44444444,1.456442778,0.887850477,1.287440294,1.485751765,6,7.429012346,5,3.482407407,4,3.921296297,4,1.040740741,0.672486772,0.075308642,0.120092152,1.639814815,-9.277777778,0.85893768,Newland House,F,1,2,7.336111111,"7,4",191,5,4,7,175,2,Experimental,31.87082653,1,1,1,,,18,63,,,,6.9888887,6,-0.38298848,34.230957,-1.1666828,-0.69290954,,,,,,,,,
188,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Newland House,F,1,2,,,191,5,4,7,175,2,Experimental,31.87082653,1,1,1,,,,,,,,6.9888887,,,,,,,,,,,,,,
189,0,0,12,3,3,2.354166667,WindowsLaptop,,,,,,,,,,,,0.868164535,0.886894222,0.496615452,0.856616445,0.183682959,-0.312784418,0.88450828,0.881870266,0.451752146,0.562701721,0.879785153,0.208366157,-0.319976928,0.317083432,9,50,3160.722222,2028.455999,2800.117647,4069.222222,6,5,6,2.444,4,7.905,4,2.389,-1.512,5.292,0.958309859,0.744,-0.815,0.986510546,Newland House,M,1,2,10.28888889,"10,3",192,3,9,4,33.33333333,2,Experimental,-47.83998707,1,1,1,36,62,20,55,117,115,86,10.288889,6,-0.072187267,552.92346,0.45853901,0.33226368,-0.2223818,-1.3059661,-0.40773308,0.88095242,0.71428573,119,,119,-175
189,1,1,,3,3,2.352535,Win32,,No,0,,,0.450195,,2,,,3.2654,,,,,,,,,,,,,,,18,100,1.182104444,0.848021991,1.027722353,1.182104444,6,9.662037037,2,4.898611111,4,8.236111111,4,2.49537037,-0.28968254,5.675925926,0.428571429,0.74537037,-0.490740741,0.878445699,Newland House,M,1,2,10.63333333,"10,7",192,3,9,4,33.33333333,2,Experimental,-47.83998707,1,1,1,,,20,56,,,,10.288889,7,,-207.53357,-1.0349877,1.9576058,,,,,,116,,116,
189,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Newland House,M,1,2,,,192,3,9,4,33.33333333,2,Experimental,-47.83998707,1,1,1,,,,,,,,10.288889,,,,,,,,,,,,,,
190,0,0,6,5,1,1.071,WindowsLaptop,7,Yes,1,2,4,38.106,6.245285714,,1,5.174285714,,,,,,,,,,,,,,,,4,22.22222222,1582.611111,1240.179168,1582.611111,1914.75,6,7.548333333,6,3.847,4,9.95,2,2.985,-0.914571429,5.749333333,0.833227813,-0.01,5,0.2,Newland House,M,2,2,10.06666667,"10,0",195,6,9,11,122.2222222,2,Control,-15.06741094,1.5,1,2,26,49,25,74,123,120,92,10.066667,6,0.86163688,83.288269,-0.59920824,1.618378,0.093614586,0.29589841,-0.57410234,0.85119045,0.59523809,111,,111,-175
190,1,1,,6,0,4.206795,Win32,,Yes,1,,,0.8505,,1,,,0.8505,,,,,,,,,,,,,,,4,22.22222222,1.573983611,1.381742649,1.573983611,3.1682225,6,5.19005848,5,2.614035088,4,9.972587719,1,2.991776316,-2.352443609,8.423611111,0.937178119,0,4.972587719,1,Newland House,M,2,2,10.43611111,"10,5",195,6,9,11,122.2222222,2,Control,-15.06741094,1.5,1,2,,,22,62,,,,10.066667,7,-0.36931714,293.51965,1.0528859,0.33571336,,,,,,111,,111,
190,2,1,,5,1,2.78885,Win32,,Yes,1,,,0.669395,,1,,,0.669395,,,,,,,,,,,,,,,8,44.44444444,0.991472778,0.635633868,0.991472778,1.34784,6,9.972587719,1,4.98629386,4,9.972587719,1,2.991776316,0,4.972587719,1,0,4.972587719,1,Newland House,M,2,2,11.2,"11,2",195,6,9,11,122.2222222,2,Control,-15.06741094,1.5,1,2,,,23,64,,,,10.066667,7,0.36083528,284.53473,1.020395,1.7036711,,,,,,,,,
191,0,0,12,3,3,0.925166667,WindowsLaptop,7,No,0,3,3,5.252,1.496857143,,0,0.571690476,,,,,,,,,,,,,,,,5,27.77777778,906.5555556,641.3815256,906.5555556,1528.6,6,4.078333333,5,2.0415,4,6.645,4,1.9795,-0.87,2.123333333,0.879141727,0.595,-1.33,0.9756921,Newland House,M,1,2,9.763888889,"9,9",193,3,12,2,12.5,2,Experimental,-21.62318581,1.25,1.5,1,32,59,18,53,112,110,77,9.7638893,6,0.84469724,332.78284,0.094252996,-0.13884574,-0.41942731,-0.47069746,0.33177152,0.84523809,0.76190472,132,,132,-175
191,1,1,,4,2,40.77335,MacIntel,,No,0,,,3.850555,,1,,,3.850555,,,,,,,,,,,,,,,5,27.77777778,1.202040833,0.954576482,1.016344412,1.903627,6,1.002119503,5,0.450138889,4,6.237543403,4,1.79593316,-0.628723958,-1.797346643,0.865301615,0.934774306,-3.436328125,0.867874018,Newland House,M,1,2,10.07777778,"10,0",193,3,12,2,12.5,2,Experimental,-21.62318581,1.25,1.5,1,,,22,63,,,,9.7638893,7,0.50201648,383.28845,0.16337851,0.66027808,,,,,,119,,119,
191,2,1,,3,3,22.14521,MacIntel,,Yes,1,,,1.02963,,1,,,1.02963,,,,,,,,,,,,,,,6,33.33333333,1.268686944,0.817650726,1.268686944,1.910470833,6,4.810438368,6,2.438200955,4,5.763628472,4,1.703936632,-0.609976438,1.945355903,0.927445489,0.657473958,-2.523741319,0.966344006,Newland House,M,1,2,10.82777778,"10,9",193,3,12,2,12.5,2,Experimental,-21.62318581,1.25,1.5,1,,,22,61,,,,9.7638893,,0.028218212,257.61487,0.92074239,-0.60610348,,,,,,,,,
192,0,0,6,4,2,1.208166667,WindowsLaptop,7,Yes,1,3,3,14.574,3.587285714,,1,2.379119048,,,,,,,,,,,,,,,,8,44.44444444,1408.444444,1544.427563,1132.058824,1673.5,6,4.685,2,2.4055,4,10,1,3,0.27,-1.26,0.428571429,0,5,1,Broadfields,M,1,0,8.761111111,"8,9",,,,,,,,,,,,20,42,15,48,90,91,27,8.7611113,4,-0.50387979,576.64844,-0.063402176,-0.44220099,-0.26449174,0.82866383,-1.0425334,0.95833331,0.25,88,96,92,-101
192,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broadfields,M,1,0,,,,,,,,,,,,,,,,,,,,,8.7611113,,,,,,,,,,,70,78,74,8
192,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broadfields,M,1,0,,,,,,,,,,,,,,,,,,,,,8.7611113,,,,,,,,,,,,,,
193,0,0,6,3,3,2.865833333,WindowsLaptop,7,No,0,2,4,5.394,2.132285714,,-1,-0.733547619,,0.433003765,0.519165737,0.491737307,0.422117207,0.173996491,-0.26912119,0.436898809,0.517091742,0.471754785,0.397749543,0.515106219,0.175652601,-0.262585383,0.117356676,7,38.88888889,1853.555556,1618.874853,1554.823529,2671.428571,6,6.726666667,6,3.361,4,7.195,4,2.1525,-1.012,5.268666667,0.990340382,1.051,-3.06,0.868543818,Broadfields,M,2,0,10.48611111,"10,5",169,1,3,0,0,2,Control,6.348896894,3,3,3,,,,,,,,10.486111,6,-0.059367813,182.11108,0.329597,0.20085622,-0.57274747,0.21240267,0.18723479,,0.023809522,115,127,121,-101
193,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broadfields,M,2,0,,,169,1,3,0,0,2,Control,6.348896894,3,3,3,,,,,,,,10.486111,,,,,,,,,,,105,106,105.5,8
193,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broadfields,M,2,0,,,169,1,3,0,0,2,Control,6.348896894,3,3,3,,,,,,,,10.486111,,,,,,,,,,,,,,
194,0,0,6,3,3,2.311666667,WindowsLaptop,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2579.388889,3975.386687,1684.529412,,6,5.758333333,6,2.8185,4,9.45,2,2.89,-1.01,4.293333333,0.926830007,0.33,2.8,0.6,Merton Court,F,2,0,10.37222222,"10,4",182,5,11,3,27.27272727,2,Control,4.146820547,2,2,2,,,,,,,,10.372222,6,-0.07448148,39.631592,0.093823671,-1.2614002,,,0.74091846,0.95833331,0.80952382,,,,
194,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merton Court,F,2,,,,,5,11,3,27,,Control,4.146820547,2,2,2,,,,,,,,10.372222,,,,,,,,,,,108,111,109.5,70
194,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merton Court,F,2,,,,,5,11,3,27,,Control,4.146820547,2,2,2,,,,,,,,10.372222,,,,,,,,,,,,,,
195,0,0,6,4,2,1.4555,WindowsLaptop,7,No,0,3,3,3.985,1.986,,1,0.5305,,0.445750126,0.349608743,0.394228788,0.610912862,-0.074491139,-0.851411347,0.453945942,0.367772567,0.398445386,0.663102599,0.444257295,-0.070526833,-0.840290817,-0.218845304,5,27.77777778,2970.611111,3683.091383,2970.611111,6879.8,6,7.501666667,6,3.751,4,9.215,3,2.7925,-0.728285714,5.050666667,0.933250584,0.37,2.365,0.885482358,Merton Court,M,2,0,10.37222222,"10,4",185,6,16,6,37.5,2,Control,-3.260987061,2,2,2,34,58,23,64,122,119,91,10.372222,6,-0.064547539,349.23535,,-0.70781165,-0.13663697,0.68948877,-0.98071313,0.95833331,0.71428573,,,,
195,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merton Court,M,2,0,,,185,6,16,6,37.5,2,Control,-3.260987061,2,2,2,,,,,,,,10.372222,,,,,,,,,,,137,127,132,70
195,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merton Court,M,2,0,,,185,6,16,6,37.5,2,Control,-3.260987061,2,2,2,,,,,,,,10.372222,,,,,,,,,,,,,,
196,0,0,12,3,3,1.714333333,WindowsLaptop,8,No,0,3,3,6.521,1.986,,0,0.271666667,,1.381508947,0.868365517,0.65799993,0.718294984,0.382585137,-0.281852209,1.387507419,0.884098997,0.678044003,0.573206039,0.68040961,0.38683114,-0.277989749,0.107203571,16,88.88888889,1195.333333,940.795033,1195.333333,1074.4375,6,7.163333333,6,3.7265,4,10,1,3,-1.486285714,7.365333333,0.815411769,0,5,1,Orley Farm,M,2,0,8.608333333,"8,7",,,,,,,,,1.333333333,1.5,1,29,64,15,52,116,114,84,8.6083336,5,-0.43561584,,,0.90961719,0.20825727,-0.14834014,-0.62286592,0.95833331,0.33333334,102,110,106,-9
196,1,1,,0,6,2.36124,MacIntel,,No,0,,,1.370575,,1,,,1.370575,,,,,,,,,,,,,,,15,83.33333333,1.582289167,1.103055371,1.582289167,1.326936,6,8.493858636,6,4.348927685,4,9.859549508,3,2.959215015,-0.932835343,6.758782336,0.811479642,0.058880523,4.565146894,0.862806298,Orley Farm,M,2,0,9.458333333,"9,5",,,,,,,,,1.333333333,1.5,1,,,19,56,,,,8.6083336,,-0.42315689,88.294678,-0.48003912,-1.1015543,,,,,,128,123,125.5,300
